CHV;Código Fazenda;CD_UPNIVEL3;DT_ANALISE;NIVEL INFESTAÇÃO;;Nivel de Infestação;
204260006;20426;6;18/02/2020;B;;;
204260007;20426;7;18/02/2020;B;;;
204260008;20426;8;18/02/2020;B;;;
204260009;20426;9;18/02/2020;B;;;
204260010;20426;10;05/02/2020;M;;;
204260011;20426;11;05/02/2020;M;;;
204260012;20426;12;18/02/2020;B;;;
204260013;20426;13;05/02/2020;B;;;
204260014;20426;14;18/02/2020;B;;;
204260015;20426;15;18/02/2020;B;;;
204310001;20431;1;10/01/2017;B;;;
204320001;20432;1;20/01/2016;B;;;
204320047;20432;47;12/06/2019;B;;;
204320090;20432;90;15/07/2019;B;;;
204320091;20432;91;15/07/2019;B;;;
204320093;20432;93;15/07/2019;B;;;
204320094;20432;94;15/07/2019;B;;;
204320095;20432;95;15/07/2019;B;;;
204320111;20432;111;15/07/2019;B;;;
204320114;20432;114;15/07/2019;B;;;
204320120;20432;120;15/07/2019;B;;;
204320158;20432;158;15/07/2019;B;;;
204320160;20432;160;15/07/2019;B;;;
204320161;20432;161;15/07/2019;B;;;
204320164;20432;164;15/07/2019;B;;;
204320165;20432;165;15/07/2019;B;;;
204320188;20432;188;21/01/2021;B;;;
204320189;20432;189;21/01/2021;B;;;
204320190;20432;190;21/01/2021;B;;;
204320191;20432;191;21/01/2021;B;;;
204320192;20432;192;21/01/2021;B;;;
204320193;20432;193;21/01/2021;B;;;
204320194;20432;194;21/01/2021;B;;;
204320199;20432;199;21/01/2021;B;;;
204320200;20432;200;21/01/2021;B;;;
204320201;20432;201;21/01/2021;B;;;
204320204;20432;204;21/01/2021;B;;;
204320206;20432;206;21/01/2021;B;;;
204320207;20432;207;21/01/2021;B;;;
204320208;20432;208;21/01/2021;B;;;
204320209;20432;209;21/01/2021;B;;;
204330001;20433;1;05/01/2022;B;;;
204330002;20433;2;05/01/2022;B;;;
204330003;20433;3;05/01/2022;B;;;
204330004;20433;4;05/01/2022;B;;;
204330005;20433;5;19/05/2020;B;;;
204330007;20433;7;19/05/2020;B;;;
204330008;20433;8;19/05/2020;B;;;
204330009;20433;9;19/05/2020;B;;;
204330010;20433;10;19/05/2020;B;;;
204330013;20433;13;19/05/2020;M;;;
204330014;20433;14;19/05/2020;M;;;
204330016;20433;16;19/05/2020;B;;;
204330017;20433;17;19/05/2020;B;;;
204330020;20433;20;29/05/2020;B;;;
204330021;20433;21;29/05/2020;B;;;
204330024;20433;24;19/05/2020;A;;;
204330025;20433;25;19/05/2020;A;;;
204330029;20433;29;29/05/2020;B;;;
204330032;20433;32;29/05/2020;B;;;
204330033;20433;33;29/05/2020;B;;;
204330034;20433;34;29/05/2020;B;;;
204330035;20433;35;29/05/2020;B;;;
204330036;20433;36;29/05/2020;B;;;
204330037;20433;37;29/05/2020;B;;;
204330039;20433;39;29/05/2020;B;;;
204330048;20433;48;19/05/2020;B;;;
204330051;20433;51;19/05/2020;B;;;
204330052;20433;52;19/05/2020;B;;;
204330055;20433;55;19/05/2020;B;;;
204330056;20433;56;29/05/2020;B;;;
204330061;20433;61;19/05/2020;B;;;
204330062;20433;62;19/05/2020;B;;;
204340001;20434;1;21/12/2023;M;;;
204340005;20434;5;21/12/2023;M;;;
204340006;20434;6;21/12/2023;A;;;
204340017;20434;17;21/12/2023;A;;;
204340018;20434;18;21/12/2023;M;;;
204390001;20439;1;23/07/2020;B;;;
204390002;20439;2;23/07/2020;B;;;
204390003;20439;3;23/07/2020;B;;;
204390004;20439;4;23/07/2020;B;;;
204390005;20439;5;23/07/2020;B;;;
204390006;20439;6;23/07/2020;B;;;
204390007;20439;7;23/07/2020;B;;;
204390008;20439;8;23/07/2020;B;;;
204390009;20439;9;23/07/2020;B;;;
204390010;20439;10;23/07/2020;B;;;
204390011;20439;11;06/05/2020;A;;;
204390012;20439;12;06/05/2020;A;;;
204390013;20439;13;06/05/2020;A;;;
204400043;20440;43;01/03/2021;A;;;
204400044;20440;44;01/03/2021;A;;;
204400045;20440;45;01/03/2021;A;;;
204400046;20440;46;01/03/2021;A;;;
204400047;20440;47;01/03/2021;A;;;
204400048;20440;48;01/03/2021;A;;;
204410001;20441;1;11/05/2023;A;;;
204410002;20441;2;11/05/2023;A;;;
204420004;20442;4;21/12/2023;B;;;
204420005;20442;5;21/12/2023;M;;;
204420065;20442;65;21/12/2023;B;;;
204420066;20442;66;21/12/2023;B;;;
204420082;20442;82;01/03/2021;A;;;
204460001;20446;1;17/08/2017;B;;;
204460003;20446;3;21/01/2021;B;;;
204460006;20446;6;21/01/2021;B;;;
204460008;20446;8;11/05/2023;B;;;
204460010;20446;10;21/01/2021;B;;;
204460011;20446;11;21/01/2021;B;;;
204460012;20446;12;21/01/2021;B;;;
204460017;20446;17;21/01/2021;B;;;
204460020;20446;20;21/01/2021;B;;;
204460021;20446;21;21/01/2021;B;;;
204490001;20449;1;05/01/2022;B;;;
204490002;20449;2;05/01/2022;B;;;
204490003;20449;3;05/01/2022;B;;;
204490004;20449;4;05/01/2022;B;;;
204490005;20449;5;05/01/2022;B;;;
204490006;20449;6;05/01/2022;B;;;
204490007;20449;7;05/01/2022;B;;;
204490008;20449;8;05/01/2022;B;;;
204490009;20449;9;05/01/2022;B;;;
204490010;20449;10;05/01/2022;B;;;
204490011;20449;11;05/01/2022;B;;;
204490012;20449;12;05/01/2022;B;;;
204490013;20449;13;05/01/2022;B;;;
204490014;20449;14;05/01/2022;B;;;
204490019;20449;19;04/03/2017;B;;;
204490031;20449;31;04/03/2017;B;;;
204490049;20449;49;04/03/2017;B;;;
204490050;20449;50;04/03/2017;B;;;
204490053;20449;53;04/03/2017;B;;;
204490069;20449;69;04/03/2017;B;;;
204490075;20449;75;04/03/2017;B;;;
204490080;20449;80;04/03/2017;B;;;
204490085;20449;85;04/03/2017;B;;;
204490092;20449;92;04/03/2017;B;;;
204500019;20450;19;05/01/2022;M;;;
204500029;20450;29;05/01/2022;B;;;
204500031;20450;31;05/01/2022;M;;;
204560001;20456;1;18/02/2020;M;;;
204560002;20456;2;18/02/2020;B;;;
204560003;20456;3;18/02/2020;M;;;
204560004;20456;4;18/02/2020;B;;;
204570003;20457;3;21/12/2023;B;;;
204580005;20458;5;11/01/2022;A;;;
204580006;20458;6;11/01/2022;A;;;
204580015;20458;15;11/01/2022;A;;;
204590001;20459;1;21/12/2023;B;;;
204590002;20459;2;19/05/2020;B;;;
204590004;20459;4;19/05/2020;B;;;
204600001;20460;1;17/03/2021;B;;;
204600002;20460;2;17/03/2021;B;;;
204600004;20460;4;17/03/2021;B;;;
204600005;20460;5;17/03/2021;B;;;
204600006;20460;6;17/03/2021;B;;;
204600007;20460;7;17/03/2021;A;;;
204600008;20460;8;17/03/2021;A;;;
204610001;20461;1;21/12/2023;B;;;
204610003;20461;3;19/05/2020;M;;;
204620001;20462;1;20/01/2016;B;;;
204620002;20462;2;09/06/2020;B;;;
204620005;20462;5;09/06/2020;A;;;
204620007;20462;7;09/06/2020;B;;;
204620008;20462;8;09/06/2020;B;;;
204620010;20462;10;09/06/2020;A;;;
204620012;20462;12;09/06/2020;B;;;
204620015;20462;15;09/06/2020;B;;;
204620016;20462;16;07/06/2020;B;;;
204620018;20462;18;07/06/2020;M;;;
204620019;20462;19;07/06/2020;A;;;
204620020;20462;20;30/05/2020;B;;;
204620022;20462;22;30/05/2020;B;;;
204620024;20462;24;30/05/2020;M;;;
204620026;20462;26;30/05/2020;B;;;
204620028;20462;28;30/05/2020;M;;;
204620031;20462;31;30/05/2020;B;;;
204620033;20462;33;30/05/2020;B;;;
204620035;20462;35;30/05/2020;A;;;
204620037;20462;37;30/05/2020;B;;;
204620039;20462;39;09/06/2020;B;;;
204620041;20462;41;09/06/2020;A;;;
204620042;20462;42;09/06/2020;A;;;
204620043;20462;43;09/06/2020;B;;;
204620045;20462;45;09/06/2020;B;;;
204620048;20462;48;09/06/2020;B;;;
204620050;20462;50;30/05/2020;B;;;
204620052;20462;52;30/05/2020;B;;;
204620054;20462;54;30/05/2020;B;;;
204630001;20463;1;20/01/2016;B;;;
204630003;20463;3;22/02/2017;B;;;
204630009;20463;9;22/02/2017;B;;;
204640001;20464;1;20/01/2016;B;;;
204650001;20465;1;16/03/2020;M;;;
204650002;20465;2;16/03/2020;M;;;
204650003;20465;3;23/03/2020;B;;;
204650004;20465;4;23/03/2020;B;;;
204650005;20465;5;16/03/2020;M;;;
204650006;20465;6;16/03/2020;A;;;
204650007;20465;7;16/03/2020;M;;;
204650008;20465;8;16/03/2020;M;;;
204650009;20465;9;23/03/2020;M;;;
204650010;20465;10;23/03/2020;M;;;
204650011;20465;11;23/03/2020;M;;;
204650012;20465;12;23/03/2020;M;;;
204650013;20465;13;23/03/2020;M;;;
204650014;20465;14;23/03/2020;M;;;
204650017;20465;17;23/03/2020;A;;;
204650018;20465;18;23/03/2020;B;;;
204650019;20465;19;23/03/2020;A;;;
204650020;20465;20;23/03/2020;A;;;
204650021;20465;21;23/03/2020;A;;;
204650022;20465;22;23/03/2020;A;;;
204680001;20468;1;05/01/2022;A;;;
204680002;20468;2;05/01/2022;M;;;
204680003;20468;3;05/01/2022;B;;;
204680004;20468;4;05/01/2022;B;;;
204680005;20468;5;05/01/2022;B;;;
204680006;20468;6;05/01/2022;B;;;
204680007;20468;7;05/01/2022;B;;;
204680008;20468;8;05/01/2022;A;;;
204680009;20468;9;05/01/2022;B;;;
204680010;20468;10;05/01/2022;A;;;
204680012;20468;12;05/01/2022;B;;;
204680014;20468;14;05/01/2022;B;;;
204710001;20471;1;05/01/2022;B;;;
204710004;20471;4;05/01/2022;B;;;
204710006;20471;6;05/01/2022;B;;;
204710007;20471;7;05/01/2022;B;;;
204710009;20471;9;05/01/2022;A;;;
204710011;20471;11;05/01/2022;A;;;
204710013;20471;13;05/01/2022;A;;;
204710026;20471;26;05/01/2022;M;;;
204710027;20471;27;05/01/2022;B;;;
204720003;20472;3;03/04/2020;B;;;
204720004;20472;4;03/04/2020;M;;;
204720005;20472;5;03/04/2020;B;;;
204720006;20472;6;03/04/2020;M;;;
204720007;20472;7;03/04/2020;M;;;
204720008;20472;8;03/04/2020;B;;;
204720009;20472;9;03/04/2020;B;;;
204720010;20472;10;03/04/2020;M;;;
204720011;20472;11;03/04/2020;B;;;
204720012;20472;12;03/04/2020;B;;;
204720013;20472;13;03/04/2020;B;;;
204720014;20472;14;03/04/2020;B;;;
204720015;20472;15;03/04/2020;B;;;
204720016;20472;16;03/04/2020;B;;;
204720017;20472;17;03/04/2020;B;;;
204720018;20472;18;03/04/2020;B;;;
204720019;20472;19;03/04/2020;B;;;
204720020;20472;20;03/04/2020;B;;;
204720021;20472;21;03/04/2020;B;;;
204760002;20476;2;01/05/2019;B;;;
204760003;20476;3;01/05/2019;B;;;
204760005;20476;5;21/01/2021;B;;;
204760006;20476;6;01/05/2019;B;;;
204760007;20476;7;21/01/2021;B;;;
204770002;20477;2;03/04/2021;A;;;
204770003;20477;3;03/04/2021;B;;;
204770005;20477;5;03/04/2021;B;;;
204770020;20477;20;28/04/2020;A;;;
204770021;20477;21;28/04/2020;A;;;
204770022;20477;22;28/04/2020;A;;;
204780001;20478;1;01/08/2020;B;;;
204780002;20478;2;01/08/2020;B;;;
204780003;20478;3;01/08/2020;B;;;
204780004;20478;4;01/08/2020;B;;;
204820001;20482;1;01/08/2020;B;;;
204820002;20482;2;01/08/2020;B;;;
204820003;20482;3;01/08/2020;B;;;
204820004;20482;4;01/08/2020;B;;;
204820005;20482;5;01/08/2020;B;;;
204820006;20482;6;01/08/2020;B;;;
204860001;20486;1;21/12/2023;B;;;
204860003;20486;3;01/08/2020;A;;;
204860004;20486;4;01/08/2020;A;;;
204860007;20486;7;01/08/2020;B;;;
204860008;20486;8;21/12/2023;A;;;
204860009;20486;9;01/08/2020;B;;;
204860012;20486;12;01/08/2020;B;;;
204860014;20486;14;01/08/2020;A;;;
204860015;20486;15;01/08/2020;A;;;
204860017;20486;17;01/08/2020;M;;;
204860020;20486;20;01/08/2020;M;;;
204910001;20491;1;21/01/2021;B;;;
204910003;20491;3;21/01/2021;B;;;
204910005;20491;5;21/01/2021;B;;;
204910010;20491;10;21/01/2021;B;;;
204910014;20491;14;05/01/2022;M;;;
204910015;20491;15;05/01/2022;A;;;
204910017;20491;17;05/01/2022;A;;;
204910036;20491;36;21/01/2021;B;;;
204910037;20491;37;21/01/2021;B;;;
204920001;20492;1;01/08/2020;B;;;
204920004;20492;4;01/08/2020;B;;;
204920005;20492;5;01/08/2020;B;;;
204920007;20492;7;01/08/2020;B;;;
204920008;20492;8;01/08/2020;B;;;
204920009;20492;9;01/08/2020;B;;;
204930001;20493;1;01/08/2020;B;;;
204930003;20493;3;01/08/2020;A;;;
204930004;20493;4;01/08/2020;B;;;
204930007;20493;7;01/08/2020;B;;;
204930008;20493;8;01/08/2020;B;;;
204930009;20493;9;01/08/2020;B;;;
204930010;20493;10;01/08/2020;B;;;
204930011;20493;11;01/08/2020;B;;;
204930014;20493;14;01/08/2020;B;;;
204930015;20493;15;01/08/2020;B;;;
204960001;20496;1;05/12/2019;B;;;
204960002;20496;2;05/12/2019;B;;;
204960006;20496;6;05/12/2019;B;;;
204960007;20496;7;05/12/2019;B;;;
204960008;20496;8;05/12/2019;M;;;
204960009;20496;9;05/12/2019;B;;;
204960011;20496;11;05/12/2019;A;;;
205000001;20500;1;20/01/2016;B;;;
205040001;20504;1;11/01/2022;A;;;
205060001;20506;1;23/07/2020;B;;;
205060004;20506;4;21/01/2021;B;;;
205060006;20506;6;21/01/2021;M;;;
205060011;20506;11;10/12/2019;B;;;
205060012;20506;12;10/12/2019;B;;;
205060014;20506;14;21/01/2021;B;;;
205060017;20506;17;21/01/2021;B;;;
205060018;20506;18;21/01/2021;B;;;
205060019;20506;19;10/12/2019;B;;;
205060020;20506;20;10/12/2019;B;;;
205060021;20506;21;10/12/2019;B;;;
205060023;20506;23;21/01/2021;B;;;
205060024;20506;24;21/01/2021;B;;;
205070001;20507;1;11/01/2022;A;;;
205070002;20507;2;19/05/2020;B;;;
205070004;20507;4;19/05/2020;B;;;
205070006;20507;6;19/05/2020;B;;;
205070007;20507;7;11/01/2022;B;;;
205070008;20507;8;19/05/2020;M;;;
205070010;20507;10;19/05/2020;M;;;
205100001;20510;1;23/07/2020;B;;;
205100002;20510;2;23/07/2020;B;;;
205100004;20510;4;23/07/2020;B;;;
205100006;20510;6;11/01/2022;B;;;
205100007;20510;7;23/07/2020;B;;;
205100009;20510;9;01/08/2020;B;;;
205100012;20510;12;01/08/2020;B;;;
205100013;20510;13;01/08/2020;B;;;
205100015;20510;15;01/08/2020;B;;;
205100016;20510;16;23/07/2020;B;;;
205100018;20510;18;23/07/2020;A;;;
205100020;20510;20;11/01/2022;A;;;
205100021;20510;21;07/06/2020;B;;;
205110004;20511;4;28/04/2020;A;;;
205110005;20511;5;28/04/2020;A;;;
205110007;20511;7;28/04/2020;M;;;
205110010;20511;10;28/04/2020;A;;;
205110148;20511;148;28/04/2020;B;;;
205110150;20511;150;28/04/2020;B;;;
205110151;20511;151;28/04/2020;B;;;
205110156;20511;156;28/04/2020;B;;;
205110157;20511;157;28/04/2020;B;;;
205110159;20511;159;28/04/2020;B;;;
205110160;20511;160;28/04/2020;B;;;
205110161;20511;161;28/04/2020;A;;;
205110162;20511;162;28/04/2020;A;;;
205110163;20511;163;28/04/2020;A;;;
205110164;20511;164;28/04/2020;M;;;
205110169;20511;169;28/04/2020;B;;;
205110170;20511;170;03/04/2020;B;;;
205110171;20511;171;03/04/2020;A;;;
205110172;20511;172;03/04/2020;M;;;
205110173;20511;173;03/04/2020;A;;;
205110174;20511;174;03/04/2020;M;;;
205110175;20511;175;28/04/2020;B;;;
205110176;20511;176;03/04/2020;M;;;
205110177;20511;177;28/04/2020;B;;;
205110178;20511;178;28/04/2020;M;;;
205110179;20511;179;28/04/2020;M;;;
205110180;20511;180;28/04/2020;A;;;
205110181;20511;181;03/04/2020;A;;;
205110182;20511;182;28/04/2020;A;;;
205120002;20512;2;21/01/2021;B;;;
205150001;20515;1;21/12/2023;B;;;
205150002;20515;2;21/12/2023;B;;;
205180002;20518;2;22/04/2021;M;;;
205190001;20519;1;05/01/2022;B;;;
205190003;20519;3;05/01/2022;A;;;
205190006;20519;6;21/01/2021;B;;;
205190008;20519;8;21/01/2021;B;;;
205190009;20519;9;21/01/2021;B;;;
205190012;20519;12;21/01/2021;B;;;
205190014;20519;14;21/01/2021;B;;;
205190016;20519;16;21/01/2021;B;;;
205190019;20519;19;30/05/2020;B;;;
205190020;20519;20;30/05/2020;B;;;
205190022;20519;22;05/01/2022;B;;;
205190023;20519;23;21/01/2021;B;;;
205190024;20519;24;21/01/2021;B;;;
205190026;20519;26;05/01/2022;B;;;
205190027;20519;27;05/01/2022;A;;;
205190028;20519;28;30/05/2020;B;;;
205190029;20519;29;30/05/2020;B;;;
205190030;20519;30;05/01/2022;B;;;
205190037;20519;37;30/05/2020;M;;;
205190038;20519;38;30/05/2020;M;;;
205190039;20519;39;30/05/2020;M;;;
205190041;20519;41;30/05/2020;A;;;
205190042;20519;42;30/05/2020;A;;;
205190045;20519;45;05/01/2022;B;;;
205190046;20519;46;30/05/2020;B;;;
205190047;20519;47;30/05/2020;B;;;
205200002;20520;2;29/05/2020;B;;;
205200004;20520;4;29/05/2020;M;;;
205200006;20520;6;29/05/2020;M;;;
205200008;20520;8;29/05/2020;B;;;
205200009;20520;9;29/05/2020;B;;;
205200010;20520;10;29/05/2020;B;;;
205200013;20520;13;29/05/2020;B;;;
205200014;20520;14;29/05/2020;B;;;
205200015;20520;15;29/05/2020;B;;;
205200016;20520;16;29/05/2020;B;;;
205200019;20520;19;29/05/2020;B;;;
205200020;20520;20;29/05/2020;B;;;
205200021;20520;21;29/05/2020;M;;;
205200023;20520;23;29/05/2020;B;;;
205200024;20520;24;29/05/2020;B;;;
205200025;20520;25;29/05/2020;B;;;
205200027;20520;27;30/05/2020;B;;;
205200028;20520;28;29/05/2020;B;;;
205200029;20520;29;29/05/2020;B;;;
205200030;20520;30;30/05/2020;B;;;
205200032;20520;32;29/05/2020;B;;;
205200033;20520;33;29/05/2020;B;;;
205200034;20520;34;30/05/2020;B;;;
205200035;20520;35;30/05/2020;B;;;
205200036;20520;36;29/05/2020;B;;;
205200037;20520;37;30/05/2020;B;;;
205200038;20520;38;29/05/2020;B;;;
205200039;20520;39;30/05/2020;B;;;
205200041;20520;41;29/05/2020;B;;;
205200042;20520;42;29/05/2020;B;;;
205200049;20520;49;30/05/2020;B;;;
205200051;20520;51;30/05/2020;B;;;
205200052;20520;52;30/05/2020;B;;;
205210002;20521;2;15/05/2020;B;;;
205210004;20521;4;15/05/2020;B;;;
205210005;20521;5;15/05/2020;B;;;
205210009;20521;9;15/05/2020;B;;;
205210010;20521;10;15/05/2020;B;;;
205210011;20521;11;15/05/2020;B;;;
205270005;20527;5;05/01/2022;B;;;
205270006;20527;6;22/04/2021;B;;;
205270007;20527;7;22/04/2021;B;;;
205290001;20529;1;21/12/2022;B;;;
205290002;20529;2;21/12/2022;B;;;
205290003;20529;3;21/12/2022;B;;;
205290004;20529;4;21/12/2022;B;;;
205320001;20532;1;17/03/2021;M;;;
205320002;20532;2;11/01/2022;A;;;
205320003;20532;3;17/03/2021;B;;;
205320009;20532;9;01/03/2021;B;;;
205320010;20532;10;01/03/2021;B;;;
205320011;20532;11;01/03/2021;B;;;
205320012;20532;12;01/03/2021;B;;;
205320013;20532;13;01/03/2021;B;;;
205320014;20532;14;01/03/2021;B;;;
205330001;20533;1;05/01/2022;A;;;
205340002;20534;2;05/01/2022;A;;;
205340003;20534;3;05/01/2022;B;;;
205340004;20534;4;05/01/2022;A;;;
205340006;20534;6;05/01/2022;A;;;
205340011;20534;11;05/01/2022;A;;;
205340013;20534;13;05/01/2022;A;;;
205350001;20535;1;18/04/2017;B;;;
205350002;20535;2;18/04/2017;B;;;
205350003;20535;3;18/04/2017;B;;;
205380001;20538;1;11/01/2022;A;;;
205400001;20540;1;11/05/2023;A;;;
205400003;20540;3;27/01/2021;B;;;
205400005;20540;5;27/01/2021;B;;;
205430001;20543;1;11/05/2023;M;;;
205430002;20543;2;27/01/2021;B;;;
205430004;20543;4;27/01/2021;B;;;
205440001;20544;1;21/01/2021;B;;;
205440002;20544;2;21/01/2021;B;;;
205440003;20544;3;06/05/2020;A;;;
205440004;20544;4;06/05/2020;A;;;
205440005;20544;5;21/01/2021;M;;;
205440006;20544;6;11/01/2022;B;;;
205440008;20544;8;21/01/2021;B;;;
205480001;20548;1;05/01/2022;M;;;
205480005;20548;5;05/01/2022;B;;;
205500002;20550;2;01/08/2020;B;;;
205500004;20550;4;01/08/2020;B;;;
205500038;20550;38;26/07/2019;B;;;
205500040;20550;40;26/07/2019;B;;;
205500041;20550;41;26/07/2019;B;;;
205500042;20550;42;26/07/2019;M;;;
205500043;20550;43;26/07/2019;B;;;
205500044;20550;44;26/07/2019;M;;;
205500095;20550;95;01/08/2020;B;;;
205500096;20550;96;01/08/2020;B;;;
205510002;20551;2;02/03/2022;A;;;
205520002;20552;2;21/12/2023;B;;;
205520003;20552;3;21/12/2023;M;;;
205520007;20552;7;21/12/2023;A;;;
205520008;20552;8;21/12/2023;A;;;
205530001;20553;1;23/03/2020;M;;;
205530002;20553;2;23/03/2020;B;;;
205530003;20553;3;23/03/2020;M;;;
205530004;20553;4;23/03/2020;B;;;
205530005;20553;5;23/03/2020;M;;;
205530006;20553;6;23/03/2020;B;;;
205530008;20553;8;23/03/2020;B;;;
205530009;20553;9;23/03/2020;B;;;
205530010;20553;10;23/03/2020;B;;;
205530011;20553;11;23/03/2020;B;;;
205530012;20553;12;23/03/2020;B;;;
205530013;20553;13;23/03/2020;B;;;
205530018;20553;18;23/03/2020;B;;;
205530019;20553;19;23/03/2020;B;;;
205530022;20553;22;23/03/2020;B;;;
205530030;20553;30;23/03/2020;B;;;
205560003;20556;3;09/06/2020;B;;;
205560004;20556;4;09/06/2020;M;;;
205560005;20556;5;09/06/2020;M;;;
205560006;20556;6;09/06/2020;B;;;
205560008;20556;8;09/06/2020;B;;;
205560010;20556;10;09/06/2020;M;;;
205560013;20556;13;09/06/2020;B;;;
205560014;20556;14;09/06/2020;B;;;
205560016;20556;16;09/06/2020;B;;;
205560017;20556;17;09/06/2020;B;;;
205560019;20556;19;09/06/2020;B;;;
205560023;20556;23;09/06/2020;B;;;
205560026;20556;26;09/06/2020;B;;;
205560028;20556;28;09/06/2020;B;;;
205680001;20568;1;20/01/2016;B;;;
205690001;20569;1;23/07/2020;A;;;
205690006;20569;6;23/07/2020;B;;;
205690007;20569;7;23/07/2020;B;;;
205690008;20569;8;23/07/2020;B;;;
205690009;20569;9;23/07/2020;B;;;
205690010;20569;10;23/07/2020;B;;;
205690011;20569;11;23/07/2020;B;;;
205690012;20569;12;23/07/2020;B;;;
205690013;20569;13;23/07/2020;B;;;
205690017;20569;17;23/07/2020;B;;;
205690020;20569;20;23/07/2020;B;;;
205690021;20569;21;23/07/2020;B;;;
205690024;20569;24;23/07/2020;B;;;
205690025;20569;25;23/07/2020;B;;;
205690028;20569;28;23/07/2020;B;;;
205690035;20569;35;23/07/2020;B;;;
205690038;20569;38;23/07/2020;B;;;
205690039;20569;39;23/07/2020;B;;;
205690040;20569;40;23/07/2020;B;;;
205690047;20569;47;23/07/2020;B;;;
205690048;20569;48;23/07/2020;B;;;
205690049;20569;49;23/07/2020;B;;;
205690050;20569;50;23/07/2020;B;;;
205690051;20569;51;23/07/2020;B;;;
205690052;20569;52;23/07/2020;B;;;
205690053;20569;53;23/07/2020;B;;;
205690054;20569;54;23/07/2020;B;;;
205690055;20569;55;23/07/2020;B;;;
205690056;20569;56;23/07/2020;B;;;
205690057;20569;57;23/07/2020;B;;;
205690059;20569;59;23/07/2020;B;;;
205690060;20569;60;23/07/2020;B;;;
205690061;20569;61;23/07/2020;B;;;
205690062;20569;62;23/07/2020;B;;;
205690065;20569;65;23/07/2020;A;;;
205690066;20569;66;23/07/2020;A;;;
205690067;20569;67;23/07/2020;A;;;
205690068;20569;68;23/07/2020;A;;;
205690069;20569;69;23/07/2020;A;;;
205690072;20569;72;23/07/2020;B;;;
205690073;20569;73;23/07/2020;B;;;
205690074;20569;74;23/07/2020;B;;;
205690075;20569;75;23/07/2020;B;;;
205690080;20569;80;23/07/2020;A;;;
205690081;20569;81;23/07/2020;A;;;
205690082;20569;82;23/07/2020;A;;;
205690084;20569;84;23/07/2020;M;;;
205690085;20569;85;23/07/2020;M;;;
205690088;20569;88;23/07/2020;B;;;
205690089;20569;89;23/07/2020;B;;;
205690110;20569;110;28/04/2019;B;;;
205690111;20569;111;28/04/2019;B;;;
205690114;20569;114;28/04/2019;B;;;
205690116;20569;116;28/04/2019;B;;;
205690117;20569;117;28/04/2019;B;;;
205690118;20569;118;28/04/2019;B;;;
205690121;20569;121;28/04/2019;B;;;
205690184;20569;184;20/01/2017;B;;;
205690185;20569;185;20/01/2017;B;;;
205700025;20570;25;11/01/2022;B;;;
205700026;20570;26;11/01/2022;B;;;
205700027;20570;27;11/01/2022;M;;;
205700028;20570;28;11/01/2022;B;;;
205700030;20570;30;11/01/2022;A;;;
205700031;20570;31;11/01/2022;B;;;
205700032;20570;32;11/01/2022;A;;;
205700033;20570;33;11/01/2022;A;;;
205700035;20570;35;11/01/2022;A;;;
205710001;20571;1;05/12/2019;B;;;
205710003;20571;3;05/12/2019;B;;;
205710004;20571;4;05/12/2019;B;;;
205710006;20571;6;05/12/2019;B;;;
205720001;20572;1;11/01/2022;B;;;
205720003;20572;3;11/01/2022;M;;;
205720009;20572;9;11/01/2022;B;;;
205720012;20572;12;11/01/2022;M;;;
205720013;20572;13;11/01/2022;B;;;
205720014;20572;14;11/01/2022;A;;;
205720016;20572;16;11/01/2022;M;;;
205720017;20572;17;11/01/2022;B;;;
205720018;20572;18;11/01/2022;M;;;
205720019;20572;19;11/01/2022;B;;;
205720020;20572;20;11/01/2022;B;;;
205720022;20572;22;11/01/2022;B;;;
205720029;20572;29;11/01/2022;B;;;
205720030;20572;30;11/01/2022;A;;;
205750027;20575;27;07/06/2020;B;;;
205750030;20575;30;07/06/2020;B;;;
205750031;20575;31;07/06/2020;B;;;
205760001;20576;1;21/12/2023;B;;;
205780001;20578;1;21/12/2023;M;;;
205780003;20578;3;21/12/2023;M;;;
205780006;20578;6;01/01/2023;B;;;
205790026;20579;26;08/03/2019;M;;;
205790028;20579;28;08/03/2019;B;;;
205790029;20579;29;08/03/2019;B;;;
205790030;20579;30;08/03/2019;B;;;
205790032;20579;32;08/03/2019;B;;;
205790035;20579;35;08/03/2019;B;;;
205790036;20579;36;30/05/2020;A;;;
205790037;20579;37;30/05/2020;A;;;
205790039;20579;39;08/03/2019;M;;;
205790042;20579;42;08/03/2019;M;;;
205790046;20579;46;08/03/2019;M;;;
205800001;20580;1;05/01/2022;A;;;
205800002;20580;2;05/01/2022;B;;;
205800003;20580;3;05/01/2022;B;;;
205800005;20580;5;05/01/2022;B;;;
205880001;20588;1;11/01/2022;A;;;
205880004;20588;4;11/01/2022;A;;;
205880006;20588;6;11/01/2022;A;;;
205880007;20588;7;11/01/2022;M;;;
205880010;20588;10;11/01/2022;M;;;
205880014;20588;14;11/01/2022;A;;;
205880016;20588;16;22/04/2020;B;;;
205880017;20588;17;22/04/2020;A;;;
205880018;20588;18;11/01/2022;A;;;
205880019;20588;19;22/04/2020;B;;;
205880020;20588;20;22/04/2020;A;;;
205880021;20588;21;22/04/2020;A;;;
205880022;20588;22;11/01/2022;A;;;
205880023;20588;23;22/04/2020;A;;;
205880024;20588;24;11/01/2022;A;;;
205880025;20588;25;11/01/2022;A;;;
