Equipamento;Frente;Fazenda;Data de Alocação;Data Chegada;Entrada Cana;Distância;Tipo de Carga;Tempo Ida;Tempo Carregamento;Tempo Volta;Tempo Industria;Tempo Total;Start Automático;Gravação Automática;Tipo de Alocação;Unidade Destino;Mensagem Alocação;Carretas Entrada;Data Pesagem Entrada;Moído Entrada;Carretas Saída;Data Saída Carreta;Última Basculada Saída;Data Carregamento;Fazenda Carregamento;Tonelada Carregada;Código Transbordo
308363;1;20320;17/04/2026 08:05:44;17/04/2026 11:12:13;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;01:57:00;00:36:00;01:07:12;04:13:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 08:16:22;17/04/2026 09:53:04;1162943;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:34:00;00:36:00;00:25:00;00:09:36;01:44:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308370;200;;17/04/2026 08:08:18;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308396;3;20449;17/04/2026 08:24:30;17/04/2026 14:33:03;1162982;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:04:12;01:04:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308361;4;20432;17/04/2026 08:31:45;17/04/2026 09:53:47;1162945;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:16:00;00:28:00;00:13:48;01:34:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;3;20449;17/04/2026 08:45:45;17/04/2026 13:15:23;1162971;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:29:00;01:12:00;01:47:00;00:07:12;04:35:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308369;1;20320;17/04/2026 08:51:38;17/04/2026 11:29:25;1162957;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:32:00;01:38:00;00:27:00;00:31:48;03:08:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308369;200;;17/04/2026 08:31:23;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308377;2;20596;17/04/2026 08:56:43;17/04/2026 12:27:12;1162966;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:57:00;01:07:00;01:25:00;00:35:24;04:04:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;200;;17/04/2026 09:16:08;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308402;27;30493;17/04/2026 09:05:05;17/04/2026 16:13:25;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:34:48;00:34:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308404;4;20432;17/04/2026 09:06:30;17/04/2026 10:17:36;1162949;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:34:00;00:07:00;00:31:00;01:03:36;02:15:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308401;4;20432;17/04/2026 09:18:06;17/04/2026 10:34:39;1162950;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:23:00;00:32:00;00:20:00;00:30:36;01:45:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;10;20705;17/04/2026 09:18:59;17/04/2026 11:15:35;1162955;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:25:00;01:06:00;00:24:00;00:32:24;02:27:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308362;3;20449;17/04/2026 09:23:13;17/04/2026 16:17:15;1162992;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:18:00;00:18:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308382;1;20320;17/04/2026 09:42:33;17/04/2026 12:11:26;1162961;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;01:16:00;00:38:00;00:10:48;02:37:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308368;2;20596;17/04/2026 09:47:35;17/04/2026 12:37:46;1162968;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:46:00;00:55:00;01:00:00;00:14:24;02:55:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308375;4;20432;17/04/2026 09:54:06;17/04/2026 11:15:07;1162954;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:45:00;00:09:00;00:26:00;01:13:12;02:33:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308367;200;;17/04/2026 10:37:47;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308371;10;20705;17/04/2026 10:04:55;17/04/2026 12:11:40;1162962;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:27:00;01:14:00;00:24:00;00:32:24;02:37:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 10:09:20;17/04/2026 12:29:29;1162967;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:26:00;01:28:00;00:25:00;00:18:36;02:37:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308381;3;20449;17/04/2026 10:11:30;17/04/2026 17:29:38;1163003;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:18:00;00:18:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;4;20432;17/04/2026 10:17:01;17/04/2026 11:45:47;1162960;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;00:34:00;00:26:00;00:31:12;01:57:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308406;2;20596;17/04/2026 10:37:12;17/04/2026 14:19:54;1162978;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:47:00;01:31:00;01:21:00;00:13:48;03:52:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308367;1;20320;17/04/2026 11:15:09;17/04/2026 13:09:32;1162970;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:10:48;00:10:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308404;4;20432;17/04/2026 11:24:00;17/04/2026 12:38:34;1162969;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:29:00;00:18:00;00:32:00;00:28:48;01:47:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308401;27;30493;17/04/2026 11:25:48;17/04/2026 20:21:58;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:22:48;00:22:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308395;2;20596;17/04/2026 11:40:49;17/04/2026 15:03:08;1162986;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:45:00;01:22:00;01:14:00;00:27:00;03:48:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308403;4;20432;17/04/2026 11:45:40;;1162963;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;200;;17/04/2026 12:09:30;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308366;10;20705;17/04/2026 12:01:31;17/04/2026 14:24:09;1162980;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:30:00;01:29:00;00:24:00;01:16:48;03:39:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308373;27;30493;17/04/2026 12:02:14;17/04/2026 17:21:30;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:32:24;00:32:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;2;20596;17/04/2026 12:04:17;17/04/2026 16:38:48;1162997;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:19:12;00:19:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308365;1;20320;17/04/2026 12:06:08;17/04/2026 13:43:43;1163015;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:34:00;00:30:00;00:32:00;00:19:12;01:55:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308397;4;20432;17/04/2026 12:10:25;17/04/2026 13:23:34;1162972;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;00:09:00;00:29:00;00:02:24;01:13:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;4;20432;17/04/2026 12:22:49;17/04/2026 13:21:10;1162979;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:01:48;00:01:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;10;20705;17/04/2026 12:24:28;17/04/2026 15:39:49;0;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:41:00;02:07:00;00:26:00;00:36:00;03:50:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308375;2;20596;17/04/2026 12:37:31;17/04/2026 17:17:20;1163000;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:01:12;01:01:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;1;20320;17/04/2026 12:37:52;17/04/2026 13:53:14;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:27:00;00:27:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308376;1;20320;17/04/2026 12:46:01;17/04/2026 14:25:23;1162981;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;00:43:00;00:25:00;01:03:00;02:42:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308370;200;;17/04/2026 13:29:44;;;;;-;-;-;-;-;N;;PÁTIO ;;N;;;;;;;;;;
308370;1;20320;17/04/2026 13:00:11;17/04/2026 13:29:45;1162999;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;-;-;S;N;VIAGEM ;50;S;;;;;;;;;;
308368;4;20432;17/04/2026 13:01:46;17/04/2026 14:07:34;1162977;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:02:24;00:02:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;17/04/2026 13:05:54;17/04/2026 15:16:49;1162987;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:35:00;01:00:00;00:34:00;00:31:12;02:40:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;4;20432;17/04/2026 13:24:26;17/04/2026 14:22:06;1163048;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:27:00;00:08:00;00:20:00;00:17:24;01:12:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;4;20432;17/04/2026 13:25:47;17/04/2026 14:37:39;1162983;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:37:00;00:07:00;00:25:00;00:11:24;01:20:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;4;20432;17/04/2026 13:30:08;17/04/2026 14:55:39;1162984;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;00:30:00;00:21:00;00:15:00;01:37:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;4;20432;17/04/2026 13:33:17;17/04/2026 15:53:27;1162989;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:33:00;01:15:00;00:30:00;00:22:48;02:40:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;1;20320;17/04/2026 13:34:33;17/04/2026 16:19:12;1162990;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:30:00;01:18:00;00:36:00;00:13:48;02:37:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308398;4;20432;17/04/2026 13:37:45;17/04/2026 15:22:31;1162994;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:29:24;01:29:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;17/04/2026 13:40:03;17/04/2026 18:15:36;1163010;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:30:36;00:30:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308377;27;30493;17/04/2026 13:58:46;17/04/2026 19:51:45;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:13:48;01:13:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308397;1;20320;17/04/2026 14:03:44;17/04/2026 16:19:43;1162993;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;01:10:00;00:34:00;00:09:36;02:24:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;3;20449;17/04/2026 14:11:29;17/04/2026 15:46:15;0;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;1;20320;17/04/2026 14:15:32;17/04/2026 16:29:29;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;01:10:00;00:33:00;00:22:12;02:36:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;4;20432;17/04/2026 14:18:21;17/04/2026 16:36:35;0;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:31:00;01:15:00;00:31:00;00:18:36;02:35:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;1;20320;17/04/2026 14:35:46;;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;S;N;VIAGEM ;50;N;;;;;;;;;;
308361;3;20449;17/04/2026 14:37:47;17/04/2026 18:40:27;1163011;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:31:00;00:35:00;01:56:00;00:15:36;04:17:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;4;20432;17/04/2026 14:42:56;17/04/2026 16:57:35;1162998;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:24:00;01:19:00;00:29:00;00:14:24;02:26:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308369;10;20705;17/04/2026 14:52:05;17/04/2026 17:50:55;1163006;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:24:00;02:06:00;00:28:00;00:35:24;03:33:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308399;27;30493;17/04/2026 14:54:02;18/04/2026 16:17:52;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:16:48;-;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;2;20596;17/04/2026 14:56:32;17/04/2026 19:19:54;1163014;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:20:24;00:20:24;S;N;VIAGEM ;50;S;;;;;;;;;;
308374;4;20432;17/04/2026 15:04:53;17/04/2026 17:30:48;1163004;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:41:00;01:10:00;00:33:00;00:16:48;02:40:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 15:20:52;17/04/2026 17:19:08;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:12:36;00:12:36;S;N;VIAGEM ;50;S;;;;;;;;;;
308376;2;20596;17/04/2026 15:30:45;17/04/2026 19:27:12;1163016;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:13:12;01:13:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308400;27;30493;17/04/2026 15:40:26;17/04/2026 23:45:27;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;02:34:48;02:34:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;4;20432;17/04/2026 15:40:41;17/04/2026 18:25:38;1163009;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:45:00;01:32:00;00:26:00;00:13:12;02:56:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;3;20449;17/04/2026 15:47:33;17/04/2026 20:07:34;0;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:17:00;01:06:00;01:55:00;00:12:00;04:30:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308366;1;20320;17/04/2026 15:52:59;17/04/2026 17:47:19;1163028;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:19:12;00:19:12;S;N;VIAGEM ;50;S;;;;;;;;;;
308395;4;20432;17/04/2026 15:57:39;17/04/2026 18:05:29;1163007;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:09:00;01:25:00;00:30:00;05:31:12;07:35:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308371;1;20320;17/04/2026 16:09:02;17/04/2026 18:24:00;1163008;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:42:00;00:43:00;00:48:00;00:31:48;02:44:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308397;2;20596;17/04/2026 16:35:54;17/04/2026 20:25:19;1163025;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:04:48;01:04:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308363;3;20449;17/04/2026 16:39:46;17/04/2026 21:09:36;1163032;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:37:00;01:01:00;01:50:00;00:25:12;04:53:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;200;;17/04/2026 16:42:17;;;;;-;-;-;-;-;S;;PÁTIO ;;N;;;;;;;;;;
308367;1;20320;17/04/2026 16:47:17;17/04/2026 19:31:30;1163038;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:13:48;00:13:48;S;N;VIAGEM ;50;S;;;;;;;;;;
308362;10;20705;17/04/2026 16:47:47;17/04/2026 18:59:40;1163012;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:22:00;01:24:00;00:24:00;00:17:24;02:27:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;1;20320;17/04/2026 17:06:50;17/04/2026 19:27:34;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;00:31:48;00:31:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308383;2;20596;17/04/2026 17:09:45;17/04/2026 21:02:57;1163031;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:43:00;01:30:00;01:37:00;00:13:48;04:03:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308402;3;20449;17/04/2026 17:11:14;17/04/2026 21:47:43;1163037;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:02:00;00:56:00;01:35:00;00:17:24;04:50:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308398;4;20432;17/04/2026 17:11:53;17/04/2026 19:00:14;1163013;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:29:00;00:42:00;00:37:00;00:20:24;02:08:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308378;2;20596;17/04/2026 17:21:37;17/04/2026 21:21:15;1163033;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;04:01:48;04:01:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308406;4;20432;17/04/2026 17:22:23;17/04/2026 19:47:46;1163018;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;01:03:00;00:52:00;00:19:12;02:42:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;4;20432;17/04/2026 17:38:33;17/04/2026 20:09:51;1163022;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:23:00;01:35:00;00:32:00;01:21:00;03:51:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;1;20320;17/04/2026 17:40:45;17/04/2026 20:09:49;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:23:00;00:31:00;00:33:00;00:18:36;02:45:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308374;3;20449;17/04/2026 17:59:05;17/04/2026 22:13:43;1163040;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:48:00;00:44:00;01:42:00;00:12:00;04:26:00;S;N;VIAGEM ;50;S;;;;;;;;;;
308373;2;20596;17/04/2026 18:15:31;17/04/2026 22:15:25;1163041;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:09:36;01:09:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308366;1;20320;17/04/2026 18:19:36;17/04/2026 20:37:29;0;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:43:00;01:06:00;00:29:00;00:25:48;02:43:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308381;4;20432;17/04/2026 18:20:05;17/04/2026 21:34:57;1163035;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:28:00;02:18:00;00:26:00;00:32:24;03:44:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308372;10;20705;17/04/2026 18:34:02;17/04/2026 20:14:36;1163023;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:26:00;00:46:00;00:24:00;00:33:00;02:09:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308369;1;20320;17/04/2026 18:49:51;17/04/2026 21:29:37;1163034;14.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:20:00;01:48:00;00:28:00;00:17:24;02:53:24;N;N;VIAGEM ;50;N;;;;;;;;;;
308375;3;20449;17/04/2026 18:50:36;17/04/2026 22:53:51;1163045;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);01:18:00;01:09:00;01:36:00;00:34:12;04:37:12;N;N;VIAGEM ;50;N;;;;;;;;;;
308403;4;20432;17/04/2026 18:51:01;17/04/2026 19:07:21;1163036;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;03:18:00;03:18:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308404;2;20596;17/04/2026 19:06:34;17/04/2026 23:05:31;1163047;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:53:00;01:37:00;01:29:00;06:01:12;10:00:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308361;10;20705;17/04/2026 19:16:31;17/04/2026 19:17:41;0;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;-;-;N;N;VIAGEM ;50;N;;;;;;;;;;
308361;27;30493;17/04/2026 19:17:43;18/04/2026 01:02:58;0;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:09:36;01:09:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;10;20705;17/04/2026 19:19:29;17/04/2026 20:54:57;1163030;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:11:00;01:01:00;00:21:00;00:10:48;01:43:48;N;N;VIAGEM ;50;N;;;;;;;;;;
308398;4;20432;17/04/2026 19:34:20;17/04/2026 20:40:40;1163027;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:30:00;00:06:00;00:26:00;00:06:00;01:08:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308396;3;20449;17/04/2026 19:54:13;17/04/2026 23:43:33;1163050;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:15:36;00:15:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308367;1;20320;17/04/2026 19:54:42;17/04/2026 22:12:13;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:29:00;01:11:00;00:35:00;00:24:36;02:39:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308382;2;20596;17/04/2026 19:55:07;17/04/2026 23:57:52;1163053;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:59:00;01:41:00;01:19:00;00:13:48;04:12:48;N;N;VIAGEM ;50;S;;;;;;;;;;
308362;4;20432;17/04/2026 19:55:34;17/04/2026 20:49:40;1163029;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:14:00;00:13:00;00:25:00;01:06:36;01:58:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308365;10;20705;17/04/2026 20:20:46;17/04/2026 22:47:46;1163043;10.87;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:35:00;01:21:00;00:30:00;00:24:00;02:50:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308406;3;20449;17/04/2026 20:21:26;18/04/2026 01:17:22;1163060;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:10:12;01:10:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308368;1;20320;17/04/2026 20:28:11;17/04/2026 22:51:50;0;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);00:25:00;01:29:00;00:28:00;03:16:12;05:38:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308370;4;20432;17/04/2026 20:40:32;17/04/2026 22:17:40;1163039;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:27:00;00:37:00;00:27:00;00:12:00;01:43:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308376;2;20596;17/04/2026 20:48:54;18/04/2026 01:15:36;1163062;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:08:24;01:08:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308364;3;20449;17/04/2026 20:57:57;18/04/2026 01:33:03;1163063;43.08;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;01:16:12;01:16:12;N;N;VIAGEM ;50;S;;;;;;;;;;
308401;27;30493;17/04/2026 20:59:43;18/04/2026 02:32:02;1163510;49.49;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);02:18:00;01:02:00;02:10:00;00:24:36;05:54:36;N;N;VIAGEM ;50;S;;;;;;;;;;
308371;1;20320;17/04/2026 21:13:47;17/04/2026 23:36:51;1163049;14.08;19-CAVALO MECÂNICO  (TERCEIRO 3 CARRETAS);-;-;-;01:35:24;01:35:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308377;4;20432;17/04/2026 21:14:34;17/04/2026 22:34:54;1163042;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:19:00;00:33:00;00:26:00;00:24:00;01:42:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308383;2;20596;17/04/2026 21:26:24;18/04/2026 02:21:27;1163067;32.19;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;-;-;00:05:24;00:05:24;N;N;VIAGEM ;50;S;;;;;;;;;;
308366;10;20705;17/04/2026 21:35:57;17/04/2026 23:45:02;1163052;10.87;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:12:00;01:31:00;00:25:00;00:30:36;02:38:36;N;N;VIAGEM ;50;N;;;;;;;;;;
308372;4;20432;17/04/2026 21:36:20;17/04/2026 22:59:50;1163046;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);-;00:59:00;00:25:00;00:21:00;01:45:00;N;N;VIAGEM ;50;S;;;;;;;;;;
308379;4;20432;17/04/2026 21:51:38;18/04/2026 00:12:18;1163054;14.66;11-CAVALO MECÂNICO (TERCEIRO 2 CARRETAS);00:20:00;01:28:00;00:30:00;00:25:12;02:43:12;N;N;VIAGEM ;50;S;;;;;;;;;;
