CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;DE_AMBIENTE_PROD;CD_SAFRA;FORNEC;TIPO_PROP;DE_VARIED;DE_MATURAC;NO_CORTE;POND_CORTE;IDADE;POND_IDADE;AREA_CTT;TON_CANA;KG_ACUCAR;QT_CANA_ACUCAR;DT_PLANTIO;MES_PLANTIO;DT_CTT
20329;Fazenda Santa Clara;8;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;62,7;17,9;610.318,98;20,9;1.117,82;133.810,94;1.090,31;13/04/2020;4;02/05/2024
20329;Fazenda Santa Clara;8;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;83,6;18,69;620.534,13;20,9;1.088,31;151.625,84;1.088,31;13/04/2020;4;21/11/2025
20329;Fazenda Santa Clara;9;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;4,72;17,22;23.592,59;1,18;44,91;5.302,48;44,91;22/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;9;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;11,75;17,35;534.969,67;11,75;1.011,20;153.794,86;1.011,20;18/04/2020;4;01/10/2021
20329;Fazenda Santa Clara;9;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;23,5;12,95;319.729,48;11,75;809,27;117.681,81;802,1;18/04/2020;4;30/10/2022
20329;Fazenda Santa Clara;9;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;35,25;17,9;357.998,81;11,75;655,69;78.490,34;639,55;18/04/2020;4;02/05/2024
20329;Fazenda Santa Clara;9;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;47;18,69;349.141,80;11,75;612,33;85.311,84;612,33;18/04/2020;4;21/11/2025
20329;Fazenda Santa Clara;10;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;36,96;17,22;184.877,38;9,24;351,96;41.551,65;351,96;22/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;10;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;4,8;16,41;220.584,48;4,8;440,73;55.921,21;440,73;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;11;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;32,12;17,22;160.867,72;8,03;306,25;36.155,41;306,25;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;11;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;18,76;16,41;862.335,36;18,76;1.722,94;218.613,84;1.722,94;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;12;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;23,8;17,22;119.245,94;5,95;227,01;26.800,81;227,01;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;12;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;2,5;16,41;106.215,41;2,5;212,22;26.927,05;212,22;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;13;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;23;17,22;115.243,72;5,75;219,39;25.901,32;219,39;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;13;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;6,68;16,41;307.124,67;6,68;613,63;77.860,31;613,63;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;14;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;20,44;17,22;102.436,75;5,11;195,01;23.022,92;195,01;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;14;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;4,82;16,41;221.735,63;4,82;443,03;56.213,05;443,03;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;15;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;22,68;17,22;113.641,67;5,67;216,34;25.541,25;216,34;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;15;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB075322;5-Média/Tardia;1;7,81;16,41;332.068,14;7,81;663,47;84.183,81;663,47;11/06/2024;6;27/10/2025
20329;Fazenda Santa Clara;16;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;12,76;17,22;64.017,67;3,19;121,87;14.388,14;121,87;23/05/2014;5;16/05/2019
20329;Fazenda Santa Clara;17;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;19,48;17,22;97.824,46;4,87;186,23;21.986,29;186,23;23/05/2014;5;16/05/2019
20330;Rancho 3 Irmãos;1;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;5,29;12,49;133.216,92;5,29;349,8;48.631,93;349,8;18/09/2019;9;07/10/2020
20330;Rancho 3 Irmãos;1;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;10,58;12,52;76.800,07;5,29;201,08;26.467,89;180,05;18/09/2019;9;21/10/2021
20330;Rancho 3 Irmãos;1;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;15,87;13,2;41.954,33;5,29;104,19;13.152,87;104,19;18/09/2019;9;08/11/2022
20330;Rancho 3 Irmãos;1;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;21,16;11,75;42.591,49;5,29;118,82;15.555,84;118,82;18/09/2019;9;03/11/2023
20330;Rancho 3 Irmãos;2;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;3,8;12,49;100.471,39;3,8;263,81;36.677,90;263,81;18/09/2019;9;07/10/2020
20330;Rancho 3 Irmãos;2;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;7,6;12,52;55.185,64;3,8;144,49;19.018,78;129,37;18/09/2019;9;21/10/2021
20330;Rancho 3 Irmãos;2;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;11,4;13,2;34.788,99;3,8;86,39;10.906,51;86,39;18/09/2019;9;08/11/2022
20330;Rancho 3 Irmãos;2;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;15,2;11,75;30.635,92;3,8;85,46;11.189,28;85,46;18/09/2019;9;03/11/2023
20331;Fazenda Olho D Agua;1;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;54,08;14,39;889.556,90;27,04;2.026,56;284.991,36;2.026,56;14/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;1;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;81,12;15,06;574.658,84;27,04;1.251,47;187.633,68;1.227,59;14/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;1;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;108,16;14,96;716.047,30;27,04;1.569,30;219.554,03;1.569,30;14/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;1;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;135,2;11,32;356.890,70;27,04;1.033,76;144.986,03;1.033,76;14/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;1;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;162,24;11,87;325.514,67;27,04;898,93;120.519,94;898,93;14/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;2;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;31,98;14,29;522.722,21;15,99;1.199,05;168.619,29;1.199,05;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;2;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;47,97;15,05;276.173,23;15,99;601,45;89.587,01;585,68;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;2;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;63,96;14,96;423.339,03;15,99;927,8;129.804,63;927,8;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;2;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;79,95;11,32;211.092,75;15,99;611,45;85.755,96;611,45;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;2;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;95,94;11,87;192.676,60;15,99;532,09;71.337,40;532,09;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;3;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;5,02;13,02;219.625,14;5,02;552,86;70.736,94;544,22;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;3;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;33,16;11,9;455.671,66;16,58;1.255,47;176.554,36;1.255,47;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;3;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;49,74;15,06;335.492,73;16,58;730,63;109.386,61;715,54;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;3;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;66,32;14,96;433.268,78;16,58;949,55;132.847,07;949,55;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;3;Ambiente E;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;82,9;11,32;218.677,58;16,58;633,42;88.837,23;633,42;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;3;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;99,48;11,87;181.360,56;16,58;500,84;67.147,70;500,84;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;4;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;11,98;13,09;526.782,93;11,98;1.319,43;168.816,30;1.298,79;13/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;4;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;33,94;11,9;461.678,10;16,97;1.272,02;178.881,65;1.272,02;13/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;4;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;50,91;15,06;506.743,29;16,97;1.103,53;166.810,78;1.092,36;13/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;4;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;67,88;14,96;455.486,76;16,97;998,25;139.660,21;998,25;13/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;4;Ambiente E;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;84,85;11,32;223.957,63;16,97;648,71;90.982,26;648,71;13/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;4;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;101,82;11,87;185.739,24;16,97;512,93;68.768,87;512,93;13/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;5;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;1,89;13,02;82.549,88;1,89;207,8;26.587,49;204,55;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;5;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;5,56;11,9;76.143,75;2,78;209,79;29.502,62;209,79;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;5;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;8,34;15,06;153.200,86;2,78;333,61;50.892,32;333,61;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;5;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;11,12;14,96;74.968,94;2,78;164,32;22.992,20;164,32;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;5;Ambiente E;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;13,9;11,32;36.598,45;2,78;106,01;14.868,06;106,01;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;5;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;16,68;11,87;30.272,69;2,78;83,6;11.208,28;83,6;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;6;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;2,85;13,02;124.516,19;2,85;313,45;40.104,10;308,54;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;6;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;5,7;11,9;78.322,89;2,85;215,8;30.346,95;215,8;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;6;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;8,55;15,06;156.586,23;2,85;340,98;52.016,91;340,98;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;6;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;11,4;14,96;76.537,22;2,85;167,74;23.467,59;167,74;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;6;Ambiente E;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;14,25;11,32;37.587,22;2,85;108,87;15.269,72;108,87;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;6;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;17,1;11,87;31.367,72;2,85;86,62;11.613,71;86,62;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;7;Ambiente E;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;2,45;13,02;107.108,35;2,45;269,62;34.497,54;265,41;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;7;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;4,9;11,9;67.404,67;2,45;185,71;26.116,58;185,71;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;7;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;7,35;15,06;137.113,46;2,45;298,58;45.548,19;298,58;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;7;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;9,8;14,96;65.824,37;2,45;144,26;20.183,32;144,26;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;7;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;12,25;11,32;32.308,56;2,45;93,58;13.125,28;93,58;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;7;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;14,7;11,87;26.985,78;2,45;74,52;9.991,33;74,52;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;8;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;1,41;13,02;57.095,27;1,41;143,73;18.389,17;141,48;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;8;Ambiente D;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;2,82;11,9;39.017,00;1,41;107,5;15.117,50;107,5;15/05/2019;5;30/05/2021
20331;Fazenda Olho D Agua;8;Ambiente D;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;4,23;15,06;78.947,28;1,41;171,92;26.225,77;171,92;15/05/2019;5;30/08/2022
20331;Fazenda Olho D Agua;8;Ambiente D;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;5,64;14,96;38.162,68;1,41;83,64;11.700,47;83,64;15/05/2019;5;03/12/2023
20331;Fazenda Olho D Agua;8;Ambiente D;22425;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;7,05;11,32;18.595,80;1,41;53,86;7.554,46;53,86;15/05/2019;5;12/11/2024
20331;Fazenda Olho D Agua;8;Ambiente D;22526;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;6;8,46;11,87;15.452,82;1,41;42,67;5.721,37;42,67;15/05/2019;5;08/11/2025
20331;Fazenda Olho D Agua;9;Ambiente E;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;12,4;13,02;503.605,02;12,4;1.267,73;162.200,97;1.247,89;15/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;9;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;24,8;14;375.250,72;12,4;879,02;117.324,71;879,02;15/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;9;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;37,2;12,95;288.876,05;12,4;731,12;105.234,80;701,03;15/05/2019;5;29/08/2022
20331;Fazenda Olho D Agua;9;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;49,6;14,76;151.974,89;12,4;337,58;46.960,94;337,58;15/05/2019;5;06/12/2023
20331;Fazenda Olho D Agua;9;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB975242;5-Média/Tardia;1;16,97;15;637.841,27;16,97;1.394,14;189.404,78;1.394,14;23/02/2024;2;28/05/2025
20331;Fazenda Olho D Agua;10;Ambiente E;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;4,28;12,86;171.452,00;4,28;437,1;55.925,08;430,26;20/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;10;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;8,56;14;129.677,38;4,28;303,77;40.544,51;303,77;20/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;10;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;12,84;12,95;99.580,94;4,28;252,03;36.276,27;241,66;20/05/2019;5;29/08/2022
20331;Fazenda Olho D Agua;10;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;17,12;14,76;47.565,21;4,28;105,66;14.698,52;105,66;20/05/2019;5;06/12/2023
20331;Fazenda Olho D Agua;10;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB975242;5-Média/Tardia;1;27,96;15;1.050.938,79;27,96;2.297,05;312.072,67;2.297,05;23/02/2024;2;28/05/2025
20331;Fazenda Olho D Agua;11;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;12,77;12,99;574.487,40;12,77;1.449,81;185.497,92;1.427,13;16/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;11;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;25,54;14;386.493,00;12,77;905,36;120.839,71;905,36;16/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;11;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;38,31;12,95;297.733,32;12,77;753,54;108.461,61;722,52;16/05/2019;5;29/08/2022
20331;Fazenda Olho D Agua;11;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;51,08;15,51;358.821,25;12,77;758,74;94.952,42;758,74;16/05/2019;5;13/12/2023
20331;Fazenda Olho D Agua;11;Ambiente E;22526;UMOE BIOENERGY S.A.;1-Próprio;RB975242;5-Média/Tardia;1;12,82;15;481.817,34;12,82;1.053,12;143.074,01;1.053,12;23/02/2024;2;28/05/2025
20331;Fazenda Olho D Agua;12;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;7,71;12,99;346.902,40;7,71;875,46;112.012,26;861,77;16/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;12;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;15,42;14;233.440,98;7,71;546,84;72.986,93;546,84;16/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;12;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;23,13;12,94;220.275,71;7,71;557,96;83.616,13;557,96;16/05/2019;5;28/08/2022
20331;Fazenda Olho D Agua;12;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;30,84;15,51;216.609,45;7,71;458,03;57.319,87;458,03;16/05/2019;5;13/12/2023
20331;Fazenda Olho D Agua;13;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;6,96;12,96;312.258,71;6,96;790,03;101.081,11;777,67;17/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;13;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;13,92;14;210.527,42;6,96;493,16;65.822,86;493,16;17/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;13;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;20,88;12,95;98.769,75;6,96;250,05;41.873,32;250,05;17/05/2019;5;28/08/2022
20331;Fazenda Olho D Agua;13;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;27,84;15,51;195.526,40;6,96;413,45;51.740,82;413,45;17/05/2019;5;13/12/2023
20331;Fazenda Olho D Agua;14;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;12,63;12,96;567.457,08;12,63;1.435,69;183.691,59;1.413,23;17/05/2019;5;19/06/2020
20331;Fazenda Olho D Agua;14;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;25,26;14;382.315,42;12,63;895,57;119.533,62;895,57;17/05/2019;5;04/08/2021
20331;Fazenda Olho D Agua;14;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;37,89;12,94;360.990,08;12,63;914,38;137.030,98;914,38;17/05/2019;5;28/08/2022
20331;Fazenda Olho D Agua;14;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;50,52;15,51;355.172,74;12,63;751,03;93.986,97;751,03;17/05/2019;5;13/12/2023
20333;Fazenda Sao Carlos;1;Ambiente E;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;5,7;8,83;105.761,47;5,7;392,79;54.766,82;392,79;21/11/2018;11;21/08/2019
20333;Fazenda Sao Carlos;1;Ambiente E;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;11,4;13,1;121.732,12;5,7;304,7;46.600,69;304,7;21/11/2018;11;20/09/2020
20333;Fazenda Sao Carlos;1;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;17,1;10,75;25.011,31;5,7;76,25;11.036,18;76,25;21/11/2018;11;13/08/2021
20333;Fazenda Sao Carlos;1;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;22,8;13,86;101.933,05;5,7;241,07;34.250,03;241,07;21/11/2018;11;11/10/2022
20333;Fazenda Sao Carlos;1;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;28,5;12,23;81.208,44;5,7;217,72;32.177,90;217,72;21/11/2018;11;12/10/2023
20333;Fazenda Sao Carlos;2;Ambiente D;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;1,93;8,83;35.768,37;1,93;132,84;18.518,04;132,84;21/11/2018;11;21/08/2019
20333;Fazenda Sao Carlos;2;Ambiente D;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;3,86;13,1;41.190,50;1,93;103,1;15.768,28;103,1;21/11/2018;11;20/09/2020
20333;Fazenda Sao Carlos;2;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;5,79;10,75;8.447,97;1,93;25,76;3.727,65;25,76;21/11/2018;11;13/08/2021
20333;Fazenda Sao Carlos;2;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;7,72;13,86;40.777,11;1,93;96,44;13.701,32;96,44;21/11/2018;11;11/10/2022
20333;Fazenda Sao Carlos;2;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;9,65;12,23;25.010,77;1,93;67,05;9.910,23;67,05;21/11/2018;11;12/10/2023
20333;Fazenda Sao Carlos;3;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;6,96;8,82;94.124,97;6,96;349,98;48.566,14;349,98;20/11/2018;11;20/08/2019
20333;Fazenda Sao Carlos;3;Ambiente C;22021;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;2;13,92;13,41;236.468,13;6,96;578,04;88.173,14;578,04;20/11/2018;11;29/09/2020
20333;Fazenda Sao Carlos;3;Ambiente E;22122;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;3;20,88;12,04;148.427,20;6,96;404,03;50.423,73;404,03;20/11/2018;11;24/09/2021
20333;Fazenda Sao Carlos;3;Ambiente E;22223;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;4;28,2;12,32;96.066,32;7,05;255,58;36.770,71;255,58;20/11/2018;11;05/10/2022
20333;Fazenda Sao Carlos;3;Ambiente E;22324;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;5;35,25;12,28;113.743,18;7,05;303,66;46.844,77;303,66;20/11/2018;11;13/10/2023
20333;Fazenda Sao Carlos;4;Ambiente C;21920;UMOE BIOENERGY S.A.;1-Próprio;RB867515;5-Média/Tardia;1;14,62;8,59;192.649,81;14,62;735,46;102.058,88;735,46;27/11/2018;11;20/08/2019
